ID,RECARGA
187577,0.98
116596,0.6
98692,0.4
195897,0.9
17124,0.6
42019,0.66
133511,0.92
100919,0.23
191974,0.95
81857,0.03
99294,0.26
109394,0.32
156802,0.97
178058,0.95
165856,0.94
205098,0.95
112596,0.01
88363,0.07
126726,0.93
171432,0.96
127165,0.94
34910,0.84
83932,0.46
188380,0.96
71594,0.74
75332,0.73
77856,0.72
38134,0.8
203770,0.9
53281,0.88
11629,0.74
132742,0.94
178826,0.97
21681,0.65
64850,0.71
70133,0.77
14136,0.74
50056,0.69
19644,0.64
164352,0.92
2884,0.64
172177,0.97
119761,0.01
89709,0.47
171652,0.96
24940,0.71
116650,0.05
105069,0.55
69789,0.81
169994,0.9
184942,0.98
23558,0.82
139201,0.96
115406,0.42
152144,0.91
188685,0.95
17290,0.66
191932,0.94
65925,0.74
164312,0.9
116868,0.33
71524,0.76
125351,0.95
12502,0.8
180734,0.96
191297,0.95
100115,0.36
84423,0.02
90167,0.02
165152,0.95
138627,0.96
166854,0.96
140510,0.97
123114,0.97
119773,0.49
46242,0.79
202378,0.93
116563,0.7
54837,0.73
164351,0.95
61091,0.83
54334,0.79
148021,0.96
176616,0.96
49091,0.88
180966,0.96
39686,0.71
17157,0.63
74978,0.79
208738,0.96
1193,0.73
53470,0.56
30199,0.86
4214,0.88
194470,0.94
125442,0.97
6780,0.66
126923,0.91
178313,0.88
153772,0.96
69280,0.83
166912,0.87
80253,0.66
159391,0.92
942,0.9
160230,0.96
50081,0.39
5906,0.72
9313,0.8
26773,0.74
41188,0.85
201484,0.93
123997,0.94
171002,0.89
124310,0.96
127627,0.96
44819,0.61
129849,0.96
195805,0.97
160085,0.97
159314,0.96
154901,0.91
202199,0.95
173992,0.96
659,0.79
146089,0.96
100956,0.1
126560,0.95
191037,0.96
81679,0.53
40128,0.8
25263,0.76
34881,0.83
172322,0.95
49803,0.76
108752,0.56
121123,0.96
207022,0.95
137921,0.96
15479,0.57
76788,0.89
163557,0.94
159887,0.96
192144,0.96
135370,0.85
45405,0.77
158892,0.95
132393,0.96
76154,0.51
115677,0.01
145532,0.95
47373,0.57
78452,0.01
129736,0.93
199251,0.96
47974,0.68
118981,0.8
188069,0.96
99798,0.33
201140,0.97
69469,0.81
104667,0.02
19528,0.75
27812,0.57
86484,0.02
198648,0.9
88741,0.13
136787,0.96
102513,0.29
39620,0.67
145185,0.96
15451,0.74
7494,0.88
111177,0.52
93172,0.21
121145,0.96
198399,0.95
119955,0.84
35152,0.74
190734,0.9
68020,0.78
80506,0.01
42099,0.54
156137,0.97
66098,0.79
167338,0.96
162915,0.96
203264,0.96
80591,0.42
175181,0.97
206785,0.95
134383,0.95
67174,0.72
146129,0.97
202674,0.91
16754,0.58
2776,0.7
189383,0.91
172638,0.95
110705,0.08
110612,0.62
67531,0.66
203451,0.9
87101,0.73
128469,0.97
128015,0.96
75630,0.55
142229,0.95
14386,0.81
133379,0.95
189719,0.93
146670,0.96
171688,0.95
78754,0.01
198361,0.91
138999,0.97
39689,0.66
188952,0.9
32043,0.89
128326,0.96
12094,0.67
9125,0.82
148945,0.97
42326,0.35
32458,0.6
61792,0.77
65843,0.36
86948,0.69
123277,0.94
90349,0.32
50048,0.66
191146,0.97
146157,0.96
32664,0.73
65575,0.51
96812,0.12
182427,0.97
201676,0.89
170365,0.95
165997,0.91
129417,0.97
12476,0.73
65271,0.57
197379,0.93
53626,0.75
143827,0.96
111795,0.86
155790,0.93
67946,0.68
54891,0.63
97209,0.01
151375,0.91
72998,0.86
119140,0.46
98320,0.51
22282,0.54
138742,0.94
163759,0.64
146915,0.96
170556,0.97
50165,0.76
119181,0.02
8468,0.01
94493,0.03
103219,0.68
190015,0.96
115606,0.71
39399,0.73
127702,0.95
145554,0.92
87894,0.61
19471,0.49
164909,0.97
59965,0.58
136702,0.97
31114,0.79
130644,0.97
190392,0.96
99663,0.31
80970,0.04
22849,0.66
44986,0.86
54169,0.85
7727,0.9
107076,0.23
41462,0.81
21555,0.62
165451,0.95
182532,0.97
166265,0.96
206855,0.89
119531,0.02
121543,0.5
46357,0.83
142838,0.97
78637,0.59
25207,0.83
29642,0.69
10491,0.69
115321,0.03
78530,0.54
80900,0.22
181104,0.95
129192,0.96
119400,0.1
63308,0.92
80249,0.81
132746,0.9
153369,0.96
59034,0.71
100608,0.01
75094,0.66
86159,0.02
131563,0.97
191324,0.96
100762,0.03
165713,0.87
2326,0.64
125455,0.96
182569,0.95
46551,0.84
41343,0.91
137164,0.96
82129,0.78
151627,0.91
112261,0.74
156051,0.97
106505,0.82
33541,0.69
13453,0.52
47247,0.71
19840,0.8
207123,0.92
9468,0.8
82951,0.46
69548,0.52
178350,0.94
55214,0.78
180678,0.92
18526,0.61
19286,0.72
113963,0.02
46739,0.62
143776,0.96
160305,0.94
98043,0.75
24841,0.85
186169,0.96
111729,0.32
10646,0.79
103362,0.81
208280,0.96
169825,0.96
123482,0.95
203847,0.97
208003,0.96
196200,0.96
101218,0.49
9185,0.83
2052,0.78
194843,0.96
197822,0.96
105855,0.44
108768,0.18
71881,0.76
28588,0.81
183513,0.9
99960,0.01
139541,0.94
164672,0.95
34490,0.78
49947,0.79
99479,0.41
202739,0.91
181450,0.95
199491,0.96
56585,0.79
165088,0.92
64717,0.66
138560,0.97
70196,0.63
28597,0.75
195820,0.97
132235,0.95
29044,0.79
15688,0.83
53648,0.84
127895,0.91
144427,0.92
104646,0.01
132224,0.95
95013,0.35
85276,0.34
102978,0.01
178811,0.87
203133,0.89
161518,0.95
88761,0.02
175370,0.91
92393,0.09
78498,0.15
157291,0.91
20830,0.78
92273,0.05
190546,0.94
14891,0.82
108087,0.75
196103,0.96
123095,0.97
144061,0.96
14565,0.75
107847,0.54
18792,0.77
165646,0.93
5996,0.16
8008,0.74
179819,0.96
111463,0.01
185743,0.96
170924,0.97
72811,0.06
141193,0.95
30785,0.77
172532,0.97
23731,0.8
191551,0.96
30588,0.65
49262,0.76
48489,0.79
186850,0.92
170385,0.91
195821,0.96
155694,0.96
52064,0.66
39082,0.72
100730,0.45
89668,0.7
170804,0.97
106309,0.01
66242,0.62
7921,0.72
170514,0.96
25918,0.85
134843,0.89
43825,0.61
50509,0.84
52610,0.44
23184,0.55
23664,0.83
4988,0.77
75046,0.66
44273,0.33
64384,0.81
139261,0.97
204551,0.95
64258,0.86
103348,0.22
78454,0.02
148752,0.88
100806,0.03
143082,0.96
22116,0.73
64961,0.87
47228,0.8
84991,0.02
112395,0.41
63201,0.85
59207,0.78
108691,0.02
33009,0.68
80323,0.18
160742,0.96
136224,0.96
152528,0.95
142817,0.95
171444,0.93
116141,0.8
157674,0.9
40729,0.69
419,0.52
152570,0.96
134372,0.96
10193,0.66
33429,0.62
40176,0.69
39104,0.74
4131,0.74
64,0.68
71610,0.67
118492,0.88
191234,0.94
135466,0.9
114473,0.42
73437,0.76
148686,0.96
80448,0.03
28906,0.76
106161,0.01
36836,0.6
148026,0.95
44910,0.75
55709,0.76
111606,0.15
41755,0.68
490,0.43
185930,0.94
117744,0.61
96097,0.07
104463,0.01
140584,0.91
16770,0.85
169592,0.94
85942,0.02
168137,0.96
156634,0.97
70830,0.69
165101,0.96
124101,0.96
155759,0.95
61579,0.61
134526,0.96
25863,0.83
188434,0.96
44649,0.62
86489,0.74
152905,0.84
95027,0.01
14367,0.61
87972,0.13
106493,0.13
16519,0.85
39957,0.7
117337,0.12
88835,0.02
157168,0.97
61933,0.79
5030,0.87
84698,0.32
170666,0.97
21779,0.68
134524,0.92
126476,0.94
39349,0.81
96062,0.45
204271,0.92
199976,0.86
23951,0.45
107671,0.73
3372,0.77
14206,0.25
140185,0.96
176659,0.96
40254,0.72
168869,0.96
157930,0.96
169044,0.96
56190,0.62
3329,0.62
185902,0.96
116473,0.12
106692,0.5
181883,0.96
170188,0.96
183754,0.96
59320,0.56
5032,0.67
154726,0.97
140013,0.97
35021,0.82
120984,0.02
206595,0.96
64892,0.82
56041,0.83
97636,0.12
65896,0.75
115187,0.02
18768,0.51
135833,0.95
201573,0.9
19616,0.87
117941,0.14
46956,0.6
104556,0.3
129194,0.95
29175,0.72
95743,0.58
178577,0.96
40153,0.8
63016,0.77
64198,0.79
183471,0.95
132154,0.97
14169,0.84
100020,0.05
194864,0.92
192823,0.96
41841,0.76
171640,0.95
30197,0.22
144246,0.96
177774,0.97
172209,0.94
89476,0.66
4065,0.64
48775,0.78
127897,0.96
166389,0.97
83866,0.36
116264,0.06
187462,0.97
55792,0.71
96379,0.8
5773,0.67
83703,0.01
169081,0.92
99155,0.02
130932,0.95
22564,0.83
51409,0.81
59089,0.67
69004,0.7
117813,0.17
102961,0.09
13584,0.68
183843,0.97
10561,0.73
183434,0.96
20815,0.7
173538,0.96
153576,0.96
721,0.67
37294,0.74
168077,0.96
92902,0.87
77241,0.71
92624,0.57
175342,0.94
61562,0.83
51957,0.18
66377,0.75
201902,0.97
79141,0.01
144245,0.95
160488,0.96
113511,0.09
80117,0.02
16584,0.77
173799,0.86
104641,0.51
208810,0.87
112502,0.55
112552,0.42
43590,0.89
191875,0.98
111492,0.18
68517,0.64
207931,0.97
75631,0.87
49500,0.83
169040,0.95
123586,0.96
148522,0.88
25570,0.79
82578,0.01
102612,0.76
95098,0.02
88052,0.02
468,0.89
138596,0.95
161579,0.96
82309,0.06
134651,0.9
137026,0.92
208314,0.96
130314,0.97
153649,0.96
111374,0.01
123653,0.97
194790,0.97
94267,0.55
74945,0.54
143657,0.87
125527,0.97
22129,0.74
103385,0.16
161595,0.97
100695,0.02
207333,0.89
64197,0.69
158447,0.96
35729,0.78
125205,0.97
55623,0.74
110812,0.32
18144,0.73
78821,0.23
71889,0.13
147282,0.92
146141,0.96
130828,0.89
177557,0.97
19240,0.85
191954,0.88
61586,0.83
117576,0.51
56511,0.62
196845,0.93
17849,0.79
168779,0.95
13240,0.31
19690,0.78
204934,0.97
145976,0.89
135044,0.93
113722,0.45
60242,0.89
26353,0.83
154493,0.96
60773,0.84
86776,0.6
127134,0.96
40727,0.86
159959,0.94
170272,0.96
143423,0.91
108029,0.13
144152,0.94
76034,0.9
9838,0.72
166384,0.97
144950,0.92
171938,0.97
79851,0.68
143236,0.97
5456,0.59
200248,0.9
146050,0.97
138516,0.97
139579,0.97
72412,0.79
183351,0.91
14208,0.87
95586,0.16
29619,0.77
127387,0.89
50926,0.62
206220,0.94
12207,0.7
202224,0.91
182527,0.96
147787,0.96
201460,0.93
192469,0.96
172561,0.97
47671,0.85
126072,0.94
140796,0.96
151540,0.96
19305,0.81
3384,0.71
147768,0.97
15966,0.6
160127,0.89
131986,0.97
32553,0.52
25628,0.87
192185,0.94
109046,0.02
49077,0.85
168107,0.95
21933,0.89
53167,0.76
67473,0.7
167849,0.92
108528,0.02
26230,0.68
201694,0.91
189602,0.94
161013,0.96
106599,0.01
86630,0.78
114147,0.15
178395,0.97
189424,0.95
20539,0.64
188099,0.92
32479,0.54
138437,0.97
63482,0.76
166751,0.96
108089,0.02
152335,0.94
37346,0.73
149507,0.97
46299,0.67
138617,0.94
124687,0.93
56105,0.68
163886,0.88
54125,0.79
33247,0.72
50892,0.78
128701,0.97
183968,0.97
85830,0.16
109414,0.46
41540,0.78
191396,0.97
175456,0.89
106042,0.02
166092,0.95
124005,0.96
81481,0.42
110618,0.63
205168,0.6
51801,0.86
146752,0.95
126325,0.96
65229,0.75
103488,0.58
30495,0.62
166713,0.97
191737,0.9
36287,0.85
11409,0.42
55329,0.54
128837,0.96
133178,0.91
13581,0.74
137812,0.96
117470,0.51
9837,0.78
143932,0.85
185298,0.93
78583,0.02
35599,0.86
144356,0.92
128267,0.96
54779,0.78
6568,0.76
183634,0.94
37891,0.79
191338,0.96
149086,0.85
184295,0.95
104382,0.65
159012,0.95
100086,0.05
174578,0.97
21410,0.54
162258,0.94
89552,0.06
201118,0.9
196885,0.94
81259,0.65
141525,0.96
146579,0.94
176511,0.94
35716,0.87
27953,0.8
157340,0.96
26591,0.64
84938,0.03
102841,0.34
39002,0.79
168907,0.91
48308,0.69
4173,0.71
161813,0.97
127251,0.89
125657,0.96
166577,0.95
195667,0.97
175680,0.95
25566,0.61
22600,0.14
73235,0.66
37800,0.75
15771,0.83
205332,0.95
62147,0.79
107721,0.74
122602,0.94
165537,0.98
98686,0.24
180277,0.82
167094,0.96
17819,0.75
133769,0.89
76929,0.48
150125,0.97
134521,0.95
108909,0.38
117217,0.01
6984,0.71
172089,0.95
160277,0.92
201331,0.89
196312,0.96
48429,0.75
206037,0.94
205104,0.86
182607,0.89
81586,0.52
184026,0.97
24534,0.65
151617,0.92
124204,0.96
163732,0.97
180897,0.94
14008,0.04
131088,0.93
60844,0.63
198832,0.9
68750,0.81
117254,0.24
180917,0.96
129754,0.93
51158,0.83
45250,0.82
77699,0.79
27406,0.87
95945,0.11
70042,0.78
177014,0.95
120047,0.32
91787,0.43
185792,0.95
106939,0.01
28731,0.59
78202,0.81
203255,0.94
108347,0.76
135123,0.97
28671,0.78
187871,0.97
117133,0.12
67308,0.81
173783,0.98
142810,0.98
166015,0.97
33256,0.88
88651,0.58
122306,0.96
73552,0.58
188334,0.95
106298,0.22
102751,0.33
114518,0.08
164704,0.95
17634,0.71
63868,0.78
45608,0.85
55017,0.74
199560,0.92
31508,0.71
202088,0.96
127180,0.87
11623,0.8
98988,0.64
13694,0.8
185412,0.97
43556,0.79
121755,0.02
27755,0.84
52472,0.76
29006,0.74
47341,0.77
21510,0.88
177273,0.94
78884,0.48
157685,0.95
127341,0.95
94071,0.01
87105,0.29
137856,0.97
178960,0.96
175092,0.95
22707,0.52
103541,0.09
97860,0.06
74953,0.81
66350,0.83
72057,0.77
198605,0.88
53711,0.78
29601,0.73
107488,0.01
143751,0.97
76858,0.81
179896,0.95
122325,0.96
179095,0.92
135877,0.97
143309,0.88
89679,0.01
101602,0.72
14829,0.78
119154,0.24
134644,0.97
133265,0.91
147803,0.86
181213,0.97
86429,0.01
11617,0.76
123657,0.93
155796,0.92
41513,0.61
26167,0.77
16174,0.58
135780,0.96
42580,0.78
49552,0.84
148512,0.91
95356,0.83
176991,0.96
133324,0.9
166292,0.95
188410,0.94
136911,0.95
160499,0.98
185175,0.95
156232,0.88
14551,0.83
78861,0.19
160987,0.93
133892,0.95
83926,0.79
160548,0.97
41321,0.37
104745,0.01
160819,0.91
92159,0.01
52435,0.84
45376,0.78
79485,0.02
19500,0.86
161271,0.97
94813,0.01
176155,0.95
203503,0.93
176545,0.96
175058,0.93
198106,0.97
7450,0.72
184851,0.95
177366,0.92
149335,0.91
140038,0.96
82591,0.68
197018,0.95
28185,0.63
143643,0.93
21038,0.38
61404,0.67
90490,0.02
181017,0.97
201414,0.85
178096,0.96
48079,0.66
67590,0.73
91703,0.01
20163,0.82
18861,0.69
25744,0.7
130439,0.95
32070,0.66
177534,0.96
151896,0.94
179742,0.97
184086,0.89
204141,0.98
193467,0.96
89627,0.46
18752,0.69
59677,0.88
190831,0.9
114811,0.02
13712,0.74
61348,0.76
144775,0.97
113405,0.84
193376,0.93
119969,0.62
6903,0.86
50912,0.85
35030,0.63
169504,0.97
117828,0.52
38935,0.89
173636,0.96
63023,0.84
151297,0.91
109470,0.46
27884,0.82
140143,0.96
198040,0.97
90274,0.14
165931,0.97
117430,0.56
168557,0.96
108896,0.78
93680,0.47
164106,0.97
41574,0.79
85439,0.49
132328,0.91
162679,0.91
160093,0.92
108607,0.42
129245,0.95
202892,0.96
133295,0.97
156249,0.96
103475,0.1
114581,0.49
88456,0.02
126383,0.95
82800,0.14
99115,0.41
195604,0.95
100442,0.11
117072,0.69
90290,0.22
169718,0.96
129845,0.93
134270,0.97
111972,0.2
93309,0.14
194604,0.88
126788,0.96
129967,0.93
121406,0.97
72262,0.81
145206,0.96
96978,0.84
61679,0.7
184724,0.97
114851,0.72
15731,0.6
158226,0.96
182959,0.96
14033,0.9
128174,0.96
191207,0.96
81823,0.73
45085,0.72
49754,0.56
151761,0.97
146576,0.97
130706,0.97
204426,0.97
129145,0.95
57535,0.83
80460,0.37
36608,0.76
136180,0.96
141450,0.92
92795,0.03
154342,0.95
206268,0.91
55604,0.82
130596,0.92
178877,0.95
168782,0.96
177705,0.97
87328,0.01
142474,0.93
11655,0.58
29439,0.72
64048,0.87
23072,0.52
144312,0.97
58295,0.82
191094,0.96
158452,0.96
190665,0.94
15915,0.78
68180,0.85
199639,0.96
35164,0.59
139264,0.96
46182,0.79
57557,0.9
48734,0.81
162838,0.94
200396,0.97
70,0.57
130551,0.95
204078,0.95
5549,0.63
143535,0.9
88088,0.66
117008,0.59
56319,0.89
38243,0.69
91798,0.01
131540,0.96
119768,0.01
70650,0.83
35137,0.43
48934,0.82
108484,0.16
137332,0.96
191268,0.94
83440,0.08
158290,0.92
125766,0.97
203124,0.97
79991,0.05
90713,0.11
102884,0.06
57887,0.76
28341,0.71
126824,0.96
50512,0.77
143977,0.97
174235,0.98
77394,0.68
174014,0.92
9839,0.74
17796,0.75
169845,0.96
153214,0.92
11991,0.87
158210,0.95
108181,0.01
75499,0.64
122455,0.9
101904,0.73
144517,0.96
1239,0.74
118210,0.79
131848,0.98
206638,0.96
202200,0.96
91439,0.1
119069,0.96
87732,0.63
187694,0.92
183233,0.97
40901,0.67
67745,0.7
177755,0.95
45892,0.25
139971,0.95
195430,0.96
4855,0.88
59248,0.74
177982,0.95
178982,0.96
106790,0.34
152075,0.92
204310,0.89
18736,0.63
166309,0.91
152072,0.93
205574,0.95
155773,0.93
101913,0.4
153597,0.95
146874,0.96
86738,0.22
54461,0.45
158707,0.91
38969,0.84
25904,0.64
8225,0.78
197152,0.9
25780,0.77
157410,0.78
144825,0.97
48473,0.8
149495,0.97
38654,0.85
59911,0.82
17390,0.69
41149,0.7
91831,0.51
152811,0.9
69765,0.65
196997,0.93
53373,0.86
38970,0.77
42658,0.77
99740,0.04
72261,0.83
155728,0.96
122394,0.53
181356,0.93
149120,0.96
34886,0.87
157547,0.96
89448,0.01
4878,0.83
185966,0.88
52040,0.78
167891,0.87
121238,0.07
172323,0.95
99936,0.72
37714,0.85
24695,0.81
170563,0.97
53856,0.7
178148,0.95
16191,0.31
178233,0.97
147645,0.94
4256,0.89
173988,0.96
193311,0.89
99571,0.03
150340,0.96
181560,0.94
65279,0.62
160110,0.95
96727,0.83
91043,0.01
101269,0.13
77371,0.77
7418,0.47
66426,0.69
60355,0.7
65795,0.72
189388,0.96
192102,0.97
98018,0.6
117048,0.18
160885,0.95
161618,0.95
139840,0.95
101845,0.5
17435,0.89
112150,0.57
186757,0.95
165811,0.94
49019,0.78
133470,0.96
202992,0.97
61602,0.75
101439,0.32
196696,0.96
157170,0.95
17298,0.65
177834,0.98
41351,0.58
170841,0.92
126494,0.96
36754,0.46
100735,0.32
122887,0.97
62986,0.71
104680,0.01
104475,0.49
14574,0.52
129257,0.89
149019,0.96
205210,0.96
136494,0.93
78458,0.06
19750,0.87
13190,0.61
171008,0.96
11698,0.85
52867,0.73
50029,0.13
109490,0.27
115807,0.03
152910,0.89
106933,0.82
56374,0.44
56344,0.76
125702,0.95
172497,0.97
9777,0.81
38437,0.81
168274,0.96
27567,0.75
103618,0.6
164425,0.97
100099,0.02
88407,0.78
84359,0.72
186551,0.97
30096,0.71
9850,0.4
44892,0.76
83485,0.55
162012,0.96
126030,0.97
189636,0.87
108384,0.32
98413,0.74
13446,0.25
203369,0.97
193213,0.91
202843,0.97
67503,0.8
2594,0.84
142964,0.95
132385,0.97
11604,0.76
171908,0.93
95715,0.69
73868,0.48
180268,0.92
49797,0.42
164132,0.96
75619,0.75
17346,0.79
76379,0.64
84345,0.29
98225,0.34
106513,0.61
138818,0.94
152610,0.96
63116,0.8
200876,0.94
97798,0.63
64863,0.73
206907,0.98
115507,0.01
107957,0.27
186454,0.97
92853,0.08
165005,0.89
175633,0.92
7499,0.75
146618,0.96
144974,0.91
115349,0.48
42281,0.9
21154,0.75
192596,0.97
36467,0.62
161238,0.96
206350,0.97
144062,0.88
178925,0.96
147038,0.95
15510,0.8
181253,0.97
3792,0.1
136019,0.97
22516,0.78
60975,0.69
85292,0.37
186070,0.96
170686,0.96
19204,0.86
139752,0.97
199036,0.9
160410,0.95
159686,0.93
203233,0.94
207539,0.95
200890,0.95
66801,0.84
86329,0.04
185576,0.95
49099,0.76
82527,0.02
38825,0.75
151173,0.96
10256,0.62
46056,0.59
59630,0.92
200701,0.96
149966,0.97
206544,0.92
96428,0.74
11919,0.64
53781,0.61
145705,0.93
193480,0.98
147550,0.95
34587,0.78
79763,0.6
80598,0.03
54983,0.65
205400,0.96
64684,0.83
72616,0.13
97010,0.66
66566,0.68
13493,0.74
120576,0.04
150283,0.97
61582,0.83
38216,0.87
179661,0.93
113774,0.59
142120,0.96
24277,0.87
28046,0.86
8446,0.77
75271,0.87
84980,0.57
201879,0.91
6397,0.69
25998,0.89
170000,0.96
2120,0.79
108747,0.04
116677,0.28
68037,0.62
78147,0.87
117386,0.09
195697,0.96
114828,0.72
105753,0.61
41763,0.76
19613,0.74
95179,0.32
11807,0.76
56151,0.79
120055,0.96
184863,0.97
126729,0.92
103633,0.47
207236,0.97
22249,0.67
171636,0.96
195686,0.96
46431,0.51
160889,0.96
23522,0.54
172849,0.96
115967,0.34
6269,0.92
120689,0.85
76241,0.49
124811,0.9
133198,0.96
156166,0.96
98719,0.06
60707,0.28
25430,0.72
35404,0.57
138812,0.97
189386,0.96
44979,0.87
104430,0.61
101804,0.02
178048,0.96
47915,0.84
93786,0.77
12940,0.87
159694,0.96
91423,0.79
110361,0.31
107578,0.62
79054,0.07
165124,0.9
199339,0.95
102938,0.12
122804,0.88
55102,0.81
107782,0.02
45932,0.78
55093,0.71
64851,0.75
144244,0.91
159573,0.95
120732,0.28
202966,0.96
7604,0.69
88175,0.04
29038,0.83
184649,0.97
122333,0.86
149717,0.95
89790,0.73
183014,0.83
110963,0.08
121847,0.02
68530,0.75
159427,0.97
50267,0.89
102451,0.01
93428,0.02
126123,0.97
200828,0.95
132144,0.95
204797,0.97
156570,0.78
35372,0.84
188933,0.96
73480,0.58
186722,0.94
89637,0.53
61944,0.78
66705,0.88
92731,0.07
149403,0.97
63994,0.74
33553,0.54
26805,0.8
168594,0.96
84379,0.09
119241,0.02
32980,0.82
58661,0.46
19366,0.73
150168,0.96
36049,0.84
3325,0.46
131469,0.91
129853,0.96
14302,0.48
69745,0.57
170628,0.97
106658,0.5
50749,0.81
25302,0.81
148060,0.97
105809,0.61
30826,0.71
144715,0.97
61004,0.8
196917,0.95
25895,0.65
10660,0.77
98130,0.09
176329,0.97
171964,0.96
103454,0.33
170348,0.97
13564,0.74
174823,0.86
182854,0.97
18810,0.52
188012,0.96
75117,0.83
172330,0.9
71312,0.51
170945,0.62
18140,0.54
108513,0.65
139603,0.96
205084,0.91
127586,0.96
100296,0.65
44888,0.7
100790,0.01
173808,0.97
202956,0.94
161704,0.95
62878,0.29
11531,0.84
1740,0.47
143708,0.9
3388,0.75
87600,0.04
46653,0.54
96701,0.49
96383,0.57
184423,0.97
71115,0.7
129715,0.93
112475,0.04
66451,0.68
2170,0.87
19561,0.67
201183,0.95
150451,0.96
101243,0.81
51592,0.78
125755,0.96
136841,0.97
27352,0.56
82579,0.15
158671,0.96
164812,0.96
159594,0.88
202993,0.92
182245,0.97
126178,0.91
132331,0.92
13807,0.81
63344,0.74
118727,0.37
8808,0.66
120360,0.9
83328,0.12
21734,0.86
52016,0.74
54751,0.74
4440,0.85
101758,0.01
136839,0.96
127536,0.96
163568,0.95
148487,0.96
156311,0.92
45566,0.78
114278,0.1
79425,0.27
119577,0.9
50440,0.79
48303,0.86
201297,0.92
106014,0.06
113002,0.33
207752,0.94
94838,0.78
147594,0.94
50101,0.74
11016,0.83
174986,0.95
115757,0.02
44664,0.83
193689,0.97
109979,0.01
186488,0.96
97004,0.01
180797,0.97
120944,0.02
48594,0.84
118805,0.96
82748,0.02
69795,0.86
64803,0.47
120638,0.96
31841,0.83
204301,0.97
5666,0.77
27855,0.71
174482,0.89
188153,0.95
133885,0.97
53289,0.8
133065,0.94
35474,0.86
200479,0.97
2393,0.56
122088,0.74
77448,0.73
207812,0.98
61503,0.82
33950,0.83
98909,0.71
49063,0.81
98131,0.15
130546,0.97
128358,0.97
130021,0.95
184,0.83
68973,0.62
192472,0.92
97292,0.2
204789,0.96
71004,0.8
2945,0.74
132821,0.94
75274,0.55
111303,0.01
205815,0.95
110444,0.02
108470,0.75
181856,0.96
118383,0.01
168071,0.96
203051,0.93
60890,0.81
59947,0.76
159710,0.97
195517,0.89
128857,0.92
6171,0.62
200204,0.95
79970,0.2
89347,0.01
170071,0.97
53114,0.84
59013,0.79
43782,0.55
102538,0.01
133861,0.97
160893,0.97
5794,0.76
197821,0.96
67545,0.84
67519,0.41
161746,0.95
57893,0.54
28874,0.75
43453,0.61
18562,0.01
63661,0.68
51493,0.14
118793,0.95
188877,0.96
57994,0.81
79484,0.63
168385,0.88
118475,0.4
162894,0.91
39575,0.83
50523,0.59
75897,0.63
200571,0.95
147340,0.74
8138,0.8
66545,0.8
29982,0.46
100581,0.25
98533,0.13
115175,0.14
80574,0.25
126106,0.96
181096,0.97
156253,0.96
142712,0.91
192368,0.96
171191,0.93
143426,0.97
34050,0.81
68369,0.73
10718,0.59
73744,0.87
116667,0.28
78963,0.07
14458,0.79
184705,0.93
96979,0.32
165748,0.95
89939,0.56
24795,0.79
17626,0.73
77804,0.58
103430,0.64
189840,0.95
178299,0.96
164211,0.97
11367,0.78
158626,0.95
141471,0.91
192364,0.93
5538,0.53
86406,0.19
149576,0.96
116221,0.21
163094,0.97
194489,0.96
163379,0.97
42208,0.7
189470,0.91
120579,0.05
78256,0.56
13949,0.66
23293,0.73
186116,0.94
106895,0.41
140946,0.97
124177,0.95
49420,0.75
119289,0.96
56687,0.47
47071,0.7
46798,0.61
84958,0.01
162710,0.95
54442,0.76
161770,0.96
114933,0.01
49036,0.49
16,0.75
99427,0.33
117630,0.03
2188,0.91
103676,0.14
199254,0.95
134624,0.94
99977,0.01
140208,0.9
114531,0.43
127274,0.97
151734,0.96
159643,0.87
185855,0.89
159771,0.94
199746,0.97
105049,0.01
42806,0.84
3795,0.71
48529,0.9
141139,0.94
101987,0.08
144672,0.95
183373,0.96
119714,0.19
89267,0.01
154645,0.96
39055,0.81
182709,0.95
952,0.72
106386,0.06
67962,0.83
49908,0.83
154847,0.89
23520,0.77
99384,0.81
141557,0.95
187253,0.96
135424,0.93
81489,0.21
179282,0.97
133107,0.94
80890,0.49
162666,0.96
114608,0.78
34561,0.85
162574,0.59
101096,0.24
125940,0.95
126670,0.97
4459,0.8
98924,0.01
205041,0.91
42117,0.9
55449,0.71
11691,0.89
98414,0.66
130368,0.91
184066,0.97
175927,0.95
58995,0.77
181609,0.95
181379,0.87
76889,0.61
4266,0.74
184584,0.89
137055,0.87
195736,0.97
107332,0.79
130165,0.86
159926,0.92
5323,0.67
97543,0.55
118233,0.01
145317,0.96
52413,0.8
84184,0.16
200918,0.95
101982,0.07
66398,0.83
43581,0.73
90801,0.55
81031,0.27
134638,0.96
189896,0.96
176729,0.97
81657,0.02
79686,0.01
154621,0.92
111328,0.73
184789,0.94
127975,0.94
40470,0.84
129574,0.95
35981,0.63
18974,0.78
192230,0.97
60910,0.78
101499,0.76
135482,0.97
131149,0.92
7382,0.87
149489,0.96
145442,0.96
10154,0.86
60794,0.62
21443,0.77
176151,0.91
30411,0.32
70813,0.52
52550,0.78
176107,0.95
117984,0.15
138582,0.89
47456,0.85
122153,0.93
33851,0.49
55658,0.64
206694,0.96
76893,0.65
58844,0.77
86186,0.09
129744,0.97
191944,0.93
71512,0.82
169236,0.9
15433,0.66
206123,0.91
95795,0.02
119772,0.02
17632,0.84
180143,0.95
